# Sims 2 GC Decomp — TU Work Queue
# Generated: 2026-03-29
# 439 TUs | 4654/16211 matched (28%)
# Unmatched functions: 11557
#
# Size distribution (unmatched):
#   <=20 bytes  (getter/setter tier): 517
#   <=100 bytes (easy grind tier):    4355
#   <=500 bytes (medium tier):        9993
#   >500 bytes  (complex tier):       1564
#
# Sorted by TU completion % DESC (closest-to-done first = easiest wins)
# TU_NAME | FUNC_ADDRESS | SIZE | FUNC_NAME | TU_COMPLETION_%
#==========================================================================================


# --- aptstring [6/36, 16.7%] ---
aptstring | 0x8000CEF4 |  1736 | AptWord::Draw(ERC *, EMat4 *, EVec4 *, EVec4 *) | 16.7%

# --- uiflow [2/12, 16.7%] ---
uiflow | 0x8017B170 |  1804 | FlowGotoTarget::SetVariable(char *, char *) | 16.7%

# --- motive [1/6, 16.7%] ---
motive | 0x800C2010 |  2028 | MotiveConstantsClient::UpdateConstants(void) | 16.7%

# --- aptstring [6/36, 16.7%] ---
aptstring | 0x8000BD74 |  2228 | AptFormat::InitForParticles(AptFormat::aptFormat_PartFX) | 16.7%
aptstring | 0x8000B344 |  2608 | AptFormat::Draw(EMat4 *, EVec4 *, EVec4 *) | 16.7%

# --- interestfade [2/12, 16.7%] ---
interestfade | 0x80308344 |  3752 | TrapezoidFade::Setup(void) | 16.7%

# --- aptstring [6/36, 16.7%] ---
aptstring | 0x8000E10C |  7004 | AptParagraph::Build(EVec2 &, EVec2 &, float, EVec4 &, AptStringAlignment, unsigned wchar_t *) | 16.7%

# --- objselector [8/52, 15.4%] ---
objselector | 0x80111148 |    40 | ObjSelector::GetIsMultiTileSubObject(void) | 15.4%
objselector | 0x80111060 |    48 | ObjSelector::GetThumbnailHasShadow(void) | 15.4%
objselector | 0x80111090 |    48 | ObjSelector::GetRuntimeHasShadow(void) | 15.4%
objselector | 0x801110C0 |    48 | ObjSelector::GetHasGraphics(void) | 15.4%
objselector | 0x80110754 |    60 | ObjSelector::Writable(void) | 15.4%
objselector | 0x801116A0 |    72 | ObjSelector::GetNormalSimDescription(void) const | 15.4%
objselector | 0x80110790 |    76 | ObjSelector::loadFile(void) | 15.4%
objselector | 0x801107DC |    76 | ObjSelector::GetEffectiveTreeTableID(void) | 15.4%
objselector | 0x80111004 |    80 | ObjSelector::DestroyThumbnail(void) | 15.4%
objselector | 0x80110A2C |    84 | ObjSelector::GetUserName(void) | 15.4%
objselector | 0x80110B04 |    84 | ObjSelector::GetUserLastName(void) | 15.4%
objselector | 0x801110F0 |    88 | ObjSelector::GetHasInteractions(void) | 15.4%
objselector | 0x80111648 |    88 | ObjSelector::GetTreeTable(void) | 15.4%
objselector | 0x803A8740 |    88 | void ReconLoadObject<ThumbnailLoader>(ThumbnailLoader *, Memory::HandleNode *, int, int *) | 15.4%
objselector | 0x80110840 |    92 | ObjSelector::GetMasterSelector(void) | 15.4%
objselector | 0x801108F0 |    92 | ObjSelector::GetCatalogName(void) | 15.4%
objselector | 0x8011094C |    92 | ObjSelector::GetCatalogDescription(void) | 15.4%
objselector | 0x801109A8 |    92 | ObjSelector::GetCatalogShortName(void) | 15.4%
objselector | 0x80110A80 |    92 | ObjSelector::SetUserName(BString2 &) | 15.4%
objselector | 0x80110B58 |    92 | ObjSelector::SetUserLastName(BString2 &) | 15.4%
objselector | 0x801116E8 |    92 | ObjSelector::ResetAnimTables(void) | 15.4%
objselector | 0x80110C20 |    96 | GetNpcShaderId(int, bool) | 15.4%
objselector | 0x80111588 |    96 | ObjSelector::CountTypeAttributes(void) | 15.4%
objselector | 0x801115E8 |    96 | ObjSelector::GetTypeAttributes(void) | 15.4%
objselector | 0x80111744 |    96 | ObjSelector::GetAdultAnimTable(void) | 15.4%
objselector | 0x801117A4 |    96 | ObjSelector::GetChildAnimTable(void) | 15.4%
objselector | 0x80111804 |    96 | ObjSelector::GetAdultToChildAnimTable(void) | 15.4%
objselector | 0x80111864 |    96 | ObjSelector::GetChildToAdultAnimTable(void) | 15.4%
objselector | 0x80111194 |   104 | ObjSelector::GetInitTreeVersion(void) | 15.4%
objselector | 0x801111FC |   104 | ObjSelector::GetMainTreeVersion(void) | 15.4%
objselector | 0x80110BB4 |   108 | ObjSelector::GetUserFullName(BString2 &) | 15.4%
objselector | 0x8011150C |   124 | ObjSelector::GetShortFilename(StringBuffer *) | 15.4%
objselector | 0x8011148C |   128 | ObjSelector::GetCatalogResource(void) | 15.4%
objselector | 0x801104DC |   196 | ObjSelector::ObjSelector(void) | 15.4%
objselector | 0x80110C80 |   196 | ObjSelector::GetBigThumbnail(ERShader **) | 15.4%
objselector | 0x801105A0 |   212 | ObjSelector::~ObjSelector(void) | 15.4%
objselector | 0x80110674 |   224 | ObjSelector::IsPreloaded(void) const | 15.4%
objselector | 0x80110F24 |   224 | ObjSelector::SetThumbnail(ETexture *) | 15.4%
objselector | 0x801113AC |   224 | ObjSelector::GetFnTable(void) | 15.4%
objselector | 0x80111264 |   328 | ObjSelector::GetCatalogRating(int) | 15.4%
objselector | 0x80110D44 |   480 | ObjSelector::GetThumbnail(ERShader **) | 15.4%
objselector | 0x80111B74 |   520 | ThumbnailLoader::CreateEmptyThumbnail(void) | 15.4%
objselector | 0x80111D7C |   676 | ThumbnailLoader::DuplicateThumbnail(ETexture **, ETexture *) | 15.4%
objselector | 0x801118C4 |   688 | ThumbnailLoader::DoStream(ReconBuffer *, int) | 15.4%

# --- simlogging [4/27, 14.8%] ---
simlogging | 0x8013FC9C |    44 | global destructors keyed to LogPersonState::LogPersonState(cXPerson *) | 14.8%
simlogging | 0x8013EF1C |    48 | LogInteraction::SameInteraction(LogPersonTracker *) | 14.8%
simlogging | 0x8013F33C |    60 | SimLog::SimLog(void) | 14.8%
simlogging | 0x8013F268 |    64 | LogInteraction::PrintHeader(void) | 14.8%
simlogging | 0x8013E624 |    72 | LogInteractionSample::LogInteractionSample(void) | 14.8%
simlogging | 0x8013F2A8 |   148 | LogInteraction::Print(void) | 14.8%
simlogging | 0x8013EC20 |   156 | LogPersonTracker::SamePerson(cXPerson *) const | 14.8%
simlogging | 0x8013EA18 |   184 | LogPersonTracker::SameInteraction(Interaction *) const | 14.8%
simlogging | 0x8013E55C |   200 | LogPersonState::SetDeltas(cXPerson *) | 14.8%
simlogging | 0x8013E470 |   236 | LogPersonState::LogPersonState(cXPerson *) | 14.8%
simlogging | 0x8013ECBC |   276 | LogPersonTracker::LogPersonTracker(cXPerson *) | 14.8%
simlogging | 0x8013FAE8 |   308 | SimLog::EndLogging(void) | 14.8%
simlogging | 0x8013EDD8 |   324 | LogInteraction::LogInteraction(LogPersonTracker *) | 14.8%
simlogging | 0x8013EAD0 |   336 | LogPersonTracker::SetInteraction(cXPerson *, Interaction *) | 14.8%
simlogging | 0x8013F378 |   348 | SimLog::SimTickCompleted(cXPerson *) | 14.8%
simlogging | 0x803AD1A8 |   356 | SimLog::~SimLog(void) | 14.8%
simlogging | 0x803AD30C |   372 | LogInteraction::LogInteraction(LogInteraction &) | 14.8%
simlogging | 0x8013E878 |   416 | LogInteractionSample::PrintHeader(void) | 14.8%
simlogging | 0x8013E66C |   524 | LogInteractionSample::Print(void) | 14.8%
simlogging | 0x8013F7F0 |   748 | SimLog::GetLog(LogPersonTracker *) | 14.8%
simlogging | 0x8013EF4C |   796 | LogInteraction::AddSample(LogInteractionSample &) | 14.8%
simlogging | 0x8013F4D4 |   796 | SimLog::GetTracker(cXPerson *) | 14.8%
simlogging | 0x803ACDE0 |   968 | vector<LogInteractionSample, allocator<LogInteractionSample> >::operator=(vector<LogInteractionSample, allocator<LogInteractionSample> > &) | 14.8%

# --- mtobject [6/41, 14.6%] ---
mtobject | 0x800C7D14 |    48 | cXMTObjectImpl::GetFirstMultiTileObject(void) | 14.6%
mtobject | 0x800C6AD0 |    64 | cXMTObjectImpl::IsPartOfMe(cXObject *) | 14.6%
mtobject | 0x800C7CD0 |    68 | cXMTObject::CAST_IMPL(void) | 14.6%
mtobject | 0x800C7D88 |    72 | cXMTObjectImpl::CAST_IMPL(void) | 14.6%
mtobject | 0x800C71F0 |    80 | cXMTObjectImpl::IsDynamic(void) | 14.6%
mtobject | 0x800C6EBC |   112 | ObjectsAtTile(FTilePt &, int) | 14.6%
mtobject | 0x800C6E44 |   120 | cXMTObjectImpl::SetMultiObjectData(int, int) | 14.6%
mtobject | 0x800C5848 |   132 | cXMTObjectImpl::Initialize(void) | 14.6%
mtobject | 0x800C58CC |   140 | cXMTObjectImpl::SetLeader(cXMTObject *) | 14.6%
mtobject | 0x800C6824 |   148 | cXMTObjectImpl::UserCanPickup(void) | 14.6%
mtobject | 0x800C6A3C |   148 | cXMTObjectImpl::UserCanDelete(void) | 14.6%
mtobject | 0x800C6DAC |   152 | cXMTObjectImpl::PostLoad(int, bool) | 14.6%
mtobject | 0x800C798C |   192 | cXMTObjectImpl::GetNumTiles(int &, int &) | 14.6%
mtobject | 0x800C7364 |   208 | cXMTObjectImpl::UpdateAllAdjacecy(void) | 14.6%
mtobject | 0x800C63E4 |   212 | cXMTObjectImpl::Pickup(void) | 14.6%
mtobject | 0x800C7884 |   264 | cXMTObjectImpl::GetAverageLocation(void) const | 14.6%
mtobject | 0x800C7240 |   292 | cXMTObjectImpl::RemoveFromDynamic(void) | 14.6%
mtobject | 0x800C5F10 |   308 | cXMTObjectImpl::AssignOffsets(void) | 14.6%
mtobject | 0x800C5BAC |   312 | cXMTObjectImpl::RemoveFromChain(void) | 14.6%
mtobject | 0x800C6B10 |   320 | cXMTObjectImpl::Reset(bool) | 14.6%
mtobject | 0x800C6C5C |   336 | cXMTObjectImpl::ReconStream(ReconBuffer *, int, bool) | 14.6%
mtobject | 0x800C66AC |   376 | cXMTObjectImpl::UserPlace(FTilePt &, int, cXObject *, int) | 14.6%
mtobject | 0x800C68B8 |   388 | cXMTObjectImpl::UserPickup(bool) | 14.6%
mtobject | 0x800C6044 |   416 | cXMTObjectImpl::CanPlace(FTilePt &, int, cXObject *, int) | 14.6%
mtobject | 0x800C34B4 |   464 | cXMTObject::~cXMTObject(void) | 14.6%
mtobject | 0x800C64B8 |   500 | cXMTObjectImpl::UserCanPlace(FTilePt &, int, cXObject *, int) | 14.6%
mtobject | 0x800C7690 |   500 | cXMTObjectImpl::MergeInPlace(void) | 14.6%
mtobject | 0x800C61E4 |   512 | cXMTObjectImpl::Place(FTilePt &, int, cXObject *, int) | 14.6%
mtobject | 0x800C5CE4 |   556 | cXMTObjectImpl::Turn(int) | 14.6%
mtobject | 0x800C5958 |   596 | cXMTObjectImpl::GetISimInstance(void) | 14.6%
mtobject | 0x800C7434 |   604 | cXMTObjectImpl::UpdateDynAdjacency(void) | 14.6%
mtobject | 0x800C7A4C |   612 | cXMTObject::cXMTObject(int) | 14.6%
mtobject | 0x800C6F2C |   708 | cXMTObjectImpl::MergeDynamic(cXMTObject *) | 14.6%
mtobject | 0x800C489C |  4012 | cXMTObjectImpl::~cXMTObjectImpl(void) | 14.6%
mtobject | 0x800C3684 |  4632 | cXMTObjectImpl::cXMTObjectImpl(int, ObjSelector *, cXMTObject *, ObjectModule *) | 14.6%

# --- e_growpool [1/7, 14.3%] ---
e_growpool | 0x8035C13C |    20 | EGrowPool::Init(void) | 14.3%

# --- animtable [2/14, 14.3%] ---
animtable | 0x800AAAEC |    28 | AnimTableImpl::AnimTableImpl(void) | 14.3%
animtable | 0x800AAC10 |    28 | AnimTableImpl::CountEntries(void) const | 14.3%

# --- skincompositor [2/14, 14.3%] ---
skincompositor | 0x80075C80 |    36 | SkinCompositor::CreateSkinQuadrantHiRes(ERTexture *, unsigned char, CasSimDescriptionS2C *) | 14.3%
skincompositor | 0x80075CA4 |    36 | SkinCompositor::CreateSkinQuadrantLoRes(ERTexture *, unsigned char, CasSimDescriptionS2C *) | 14.3%

# --- animtable [2/14, 14.3%] ---
animtable | 0x800AAA84 |    40 | AnimTable::CreateInstance(void) | 14.3%

# --- e_ngctexturec8 [1/7, 14.3%] ---
e_ngctexturec8 | 0x80350DBC |    44 | ENgcTextureC8::operator delete(void *) | 14.3%

# --- e_ngctexturergb5a3 [1/7, 14.3%] ---
e_ngctexturergb5a3 | 0x803516D4 |    44 | ENgcTextureRGB5A3::operator delete(void *) | 14.3%

# --- e_ngctexturergba8 [1/7, 14.3%] ---
e_ngctexturergba8 | 0x80351838 |    44 | ENgcTextureRGBA8::operator delete(void *) | 14.3%

# --- e_growpool [1/7, 14.3%] ---
e_growpool | 0x8035C088 |    48 | EGrowPool::EGrowPool(void) | 14.3%

# --- e_ngctexturec8 [1/7, 14.3%] ---
e_ngctexturec8 | 0x80350D24 |    48 | ENgcTextureC8::SwizzleImage(unsigned char *, int, int, unsigned char *) | 14.3%
e_ngctexturec8 | 0x80350D54 |    48 | ENgcTextureC8::UnswizzleImage(unsigned char *, int, int, unsigned char *) | 14.3%
e_ngctexturec8 | 0x80350D84 |    48 | ENgcTextureC8::operator new(unsigned int) | 14.3%

# --- e_ngctexturergb5a3 [1/7, 14.3%] ---
e_ngctexturergb5a3 | 0x8035163C |    48 | ENgcTextureRGB5A3::SwizzleImage(unsigned char *, int, int, unsigned char *) | 14.3%
e_ngctexturergb5a3 | 0x8035166C |    48 | ENgcTextureRGB5A3::UnswizzleImage(unsigned char *, int, int, unsigned char *) | 14.3%
e_ngctexturergb5a3 | 0x8035169C |    48 | ENgcTextureRGB5A3::operator new(unsigned int) | 14.3%

# --- e_ngctexturergba8 [1/7, 14.3%] ---
e_ngctexturergba8 | 0x803517A0 |    48 | ENgcTextureRGBA8::SwizzleImage(unsigned char *, int, int, unsigned char *) | 14.3%
e_ngctexturergba8 | 0x803517D0 |    48 | ENgcTextureRGBA8::UnswizzleImage(unsigned char *, int, int, unsigned char *) | 14.3%
e_ngctexturergba8 | 0x80351800 |    48 | ENgcTextureRGBA8::operator new(unsigned int) | 14.3%

# --- animtable [2/14, 14.3%] ---
animtable | 0x800AAB08 |    52 | AnimTableImpl::~AnimTableImpl(void) | 14.3%
animtable | 0x803A2AAC |    52 | AnimTable::~AnimTable(void) | 14.3%

# --- ui2d [2/14, 14.3%] ---
ui2d | 0x803B101C |    52 | UI2D::UI2DRecord::~UI2DRecord(void) | 14.3%

# --- e_vec3 [1/7, 14.3%] ---
e_vec3 | 0x802D5A34 |    56 | EVec2::Print(void) | 14.3%
e_vec3 | 0x802D5A6C |    60 | EVec3::Print(void) | 14.3%

# --- ui2d [2/14, 14.3%] ---
ui2d | 0x801767F8 |    60 | UI2D::Instance(void) | 14.3%

# --- animtable [2/14, 14.3%] ---
animtable | 0x800AAAAC |    64 | AnimTable::DestroyInstance(AnimTable *) | 14.3%
animtable | 0x800AABC4 |    64 | AnimTableImpl::GetEntry(int) | 14.3%
animtable | 0x800AAA40 |    68 | castSkillToString(AnimRef *) | 14.3%

# --- e_growpool [1/7, 14.3%] ---
e_growpool | 0x8035C0B8 |    68 | EGrowPool::EGrowPool(int) | 14.3%

# --- ui2d [2/14, 14.3%] ---
ui2d | 0x80176584 |    68 | UI2D::UnInstallEntry(char *) | 14.3%

# --- e_ngctexturec8 [1/7, 14.3%] ---
e_ngctexturec8 | 0x80350C84 |    72 | ENgcTextureC8::ENgcTextureC8(void) | 14.3%

# --- e_ngctexturergb5a3 [1/7, 14.3%] ---
e_ngctexturergb5a3 | 0x8035159C |    72 | ENgcTextureRGB5A3::ENgcTextureRGB5A3(void) | 14.3%

# --- e_ngctexturergba8 [1/7, 14.3%] ---
e_ngctexturergba8 | 0x80351700 |    72 | ENgcTextureRGBA8::ENgcTextureRGBA8(void) | 14.3%

# --- helpdialog [1/7, 14.3%] ---
helpdialog | 0x80175F68 |    72 | HelpDialog::SelectionCallback(int) | 14.3%

# --- skincompositor [2/14, 14.3%] ---
skincompositor | 0x80076000 |    76 | SkinCompositor::InitSkinTexture(void) | 14.3%

# --- ui2d [2/14, 14.3%] ---
ui2d | 0x80176834 |    76 | UI2D::Shutdown(void) | 14.3%

# --- e_ngctexturec8 [1/7, 14.3%] ---
e_ngctexturec8 | 0x80350CCC |    88 | ENgcTextureC8::~ENgcTextureC8(void) | 14.3%

# --- e_ngctexturergb5a3 [1/7, 14.3%] ---
e_ngctexturergb5a3 | 0x803515E4 |    88 | ENgcTextureRGB5A3::~ENgcTextureRGB5A3(void) | 14.3%

# --- e_ngctexturergba8 [1/7, 14.3%] ---
e_ngctexturergba8 | 0x80351748 |    88 | ENgcTextureRGBA8::~ENgcTextureRGBA8(void) | 14.3%

# --- e_vec3 [1/7, 14.3%] ---
e_vec3 | 0x802D5B20 |    88 | EVec3::FromU8s(unsigned char *) | 14.3%

# --- animtable [2/14, 14.3%] ---
animtable | 0x803A29F0 |    92 | _Rb_tree<int, pair<int, int>, _Select1st<pair<int, int> >, less<int>, allocator<pair<int, int> > >::_M_erase(_Rb_tree_node<pair<int, int> > *) | 14.3%
animtable | 0x803A2A4C |    96 | AnimRefTable * FindRes<AnimRefTable>(AnimRefTable *, AnimRefTable *, int) | 14.3%

# --- e_vec3 [1/7, 14.3%] ---
e_vec3 | 0x802D5BF0 |    96 | EVec3::FromS8s(signed char *) | 14.3%

# --- skincompositor [2/14, 14.3%] ---
skincompositor | 0x80075B10 |    96 | SkinCompositor::SkinCompositor(void) | 14.3%

# --- ui2d [2/14, 14.3%] ---
ui2d | 0x801765C8 |    96 | UI2D::UnInstallAllEntries(char *) | 14.3%

# --- e_growpool [1/7, 14.3%] ---
e_growpool | 0x8035C228 |   112 | EGrowPool::Reset(void) | 14.3%

# --- e_vec3 [1/7, 14.3%] ---
e_vec3 | 0x802D5AA8 |   120 | EVec3::ToU8s(unsigned char *) const | 14.3%
e_vec3 | 0x802D5B78 |   120 | EVec3::ToS8s(signed char *) const | 14.3%

# --- helpdialog [1/7, 14.3%] ---
helpdialog | 0x803B0F2C |   120 | CBMemberTranslator1<int, HelpDialog, void (HelpDialog::*)(HelpDialog *, int)>::thunk(CBFunctorBase &, int) | 14.3%
helpdialog | 0x803B0FA4 |   120 | CBMemberTranslator0<HelpDialog, void (UIDialog::*)(UIDialog *)>::thunk(CBFunctorBase &) | 14.3%

# --- animtable [2/14, 14.3%] ---
animtable | 0x800AAB3C |   136 | AnimTableImpl::Load(unsigned int, short) | 14.3%

# --- helpdialog [1/7, 14.3%] ---
helpdialog | 0x80175EDC |   140 | HelpDialog::SpawnHelpDialog(int, char *, HelpDialogCallback *, bool, char *) | 14.3%

# --- ui2d [2/14, 14.3%] ---
ui2d | 0x8017643C |   144 | UI2D::InstallEntry(char *, ERShader *, char *, int) | 14.3%

# --- animtable [2/14, 14.3%] ---
animtable | 0x803A295C |   148 | _List_base<NamespaceSelector::DataCache, allocator<NamespaceSelector::DataCache> >::clear(void) | 14.3%

# --- skincompositor [2/14, 14.3%] ---
skincompositor | 0x80075DEC |   160 | SkinCompositor::CreateSkin(ERTexture *, unsigned char, CasSimDescriptionS2C *, bool) | 14.3%

# --- ui2d [2/14, 14.3%] ---
ui2d | 0x8017606C |   160 | UI2D::~UI2D(void) | 14.3%
ui2d | 0x801764CC |   184 | UI2D::FindEntry(char *) | 14.3%
ui2d | 0x80175FB0 |   188 | UI2D::UI2D(void) | 14.3%

# --- skincompositor [2/14, 14.3%] ---
skincompositor | 0x80075BB0 |   208 | SkinCompositor::Reset(void) | 14.3%
skincompositor | 0x80076DA4 |   208 | SkinCompositor::GetFinalReflectionMask(void) | 14.3%

# --- e_growpool [1/7, 14.3%] ---
e_growpool | 0x8035C150 |   216 | EGrowPool::AllocNewSeg(void) | 14.3%

# --- skincompositor [2/14, 14.3%] ---
skincompositor | 0x80076524 |   244 | SkinCompositor::GetTextureIDs(unsigned int &, unsigned int *, unsigned int *, unsigned int *) | 14.3%
skincompositor | 0x80075CC8 |   292 | SkinCompositor::CreateSkinQuadrantPrecomposited(ERTexture *, unsigned int, bool) | 14.3%

# --- helpdialog [1/7, 14.3%] ---
helpdialog | 0x801759E4 |   300 | HelpDialog::HelpDialog(void) | 14.3%

# --- ui2d [2/14, 14.3%] ---
ui2d | 0x80176274 |   324 | UI2D::RemoveEntry(UI2D::UI2DRecord *) | 14.3%
ui2d | 0x8017610C |   360 | UI2D::AddEntry(char *, unsigned int, ERShader *, char *, int) | 14.3%

# --- skincompositor [2/14, 14.3%] ---
skincompositor | 0x80075E8C |   372 | SkinCompositor::InitScratchpadTextures(unsigned short) | 14.3%

# --- ui2d [2/14, 14.3%] ---
ui2d | 0x80176658 |   416 | UI2D::GetShader(char *) | 14.3%

# --- e_growpool [1/7, 14.3%] ---
e_growpool | 0x8035C298 |   524 | EGrowPool::FreeUnusedSegments(void) | 14.3%

# --- helpdialog [1/7, 14.3%] ---
helpdialog | 0x80175B40 |   924 | HelpDialog::SpawnHelpDialog(int, char *, char *, HelpDialogCallback *, bool, char *) | 14.3%

# --- skincompositor [2/14, 14.3%] ---
skincompositor | 0x80076098 |  1164 | SkinCompositor::LoadAllTextureLayers(void) | 14.3%
skincompositor | 0x80076618 |  1932 | SkinCompositor::BlendTexture(eBodyPartS2C, unsigned int, unsigned int) | 14.3%

# --- plumbbob [5/36, 13.9%] ---
plumbbob | 0x8005A468 |    24 | PlumbBob::ForceMorphToPlumbbob(void) | 13.9%
plumbbob | 0x8005B1CC |    24 | PlumbBobParms::Calculate(void) | 13.9%
plumbbob | 0x8005A480 |    36 | PlumbBob::StartPositiveRepMomentEffect(void) | 13.9%
plumbbob | 0x8005A4A4 |    36 | PlumbBob::StartNegativeRepMomentEffect(void) | 13.9%
plumbbob | 0x8005B264 |    44 | global destructors keyed to PlumbBobStack::Push(PlumbBob *) | 13.9%
plumbbob | 0x8005A3BC |    48 | PlumbBob::SetPlayerColor(int) | 13.9%
plumbbob | 0x8005A2E0 |    52 | PlumbBob::SetModel(unsigned int) | 13.9%
plumbbob | 0x8005A314 |    52 | PlumbBob::SetShadow(unsigned int) | 13.9%
plumbbob | 0x803A0570 |    52 | PlumbBobParms::~PlumbBobParms(void) | 13.9%
plumbbob | 0x80059798 |    72 | PlumbBobStack::Pop(PlumbBob *) | 13.9%
plumbbob | 0x8005974C |    76 | PlumbBobStack::Push(PlumbBob *) | 13.9%
plumbbob | 0x80059BEC |    88 | PlumbBob::Shutdown(void) | 13.9%
plumbbob | 0x80059C44 |    92 | PlumbBob::~PlumbBob(void) | 13.9%
plumbbob | 0x80059A84 |   112 | PlumbBob::ShutdownAll(void) | 13.9%
plumbbob | 0x8005A3EC |   112 | PlumbBob::SetScaleFromTween(int, float) | 13.9%
plumbbob | 0x80059B78 |   116 | PlumbBob::EnableDraw(bool) | 13.9%
plumbbob | 0x8005A348 |   116 | PlumbBob::SetColor(EVec3 *) | 13.9%
plumbbob | 0x8005AD18 |   116 | PlumbBob::DrawShadow(ERC *) | 13.9%
plumbbob | 0x8005AF94 |   120 | PlumbBob::ResetMomentum(bool) | 13.9%
plumbbob | 0x80059AF4 |   132 | PlumbBob::Startup(void) | 13.9%
plumbbob | 0x8005A100 |   132 | PlumbBob::SetParticleDrawState(bool) | 13.9%
plumbbob | 0x8005A184 |   148 | PlumbBob::SetParticleVisibility(bool) | 13.9%
plumbbob | 0x800599D4 |   176 | PlumbBob::StartupAll(void) | 13.9%
plumbbob | 0x8005A050 |   176 | PlumbBob::DestroyParticleSystems(void) | 13.9%
plumbbob | 0x8005A218 |   200 | PlumbBob::SetState(PlumbBob::PlumbBob_MotionState) | 13.9%
plumbbob | 0x80059CA0 |   240 | PlumbBob::AddParticleSystem(int) | 13.9%
plumbbob | 0x80059838 |   412 | PlumbBob::PlumbBob(void) | 13.9%
plumbbob | 0x8005B00C |   416 | PlumbBobParms::PlumbBobParms(void) | 13.9%
plumbbob | 0x8005AD8C |   520 | PlumbBob::Draw(ERC *) | 13.9%
plumbbob | 0x80059D90 |   704 | PlumbBob::UpdateParticleSystem(int) | 13.9%
plumbbob | 0x8005A4C8 |  2128 | PlumbBob::Update(int) | 13.9%

# --- e_standard_heap [6/44, 13.6%] ---
e_standard_heap | 0x802D09AC |    40 | EAHeap::SetNextCheckPoint(void) | 13.6%
e_standard_heap | 0x802D0FC4 |    48 | FPHeap::FPHeap(char *, void *, unsigned int, EAHeap *, EAHeap *) | 13.6%
e_standard_heap | 0x802D0A5C |    72 | EAHeap::Init(void *, unsigned int) | 13.6%
e_standard_heap | 0x802D0E88 |    76 | EAHeap::Clear(void) | 13.6%
e_standard_heap | 0x802D0ED4 |    80 | EAHeap::ValidateHeap(EA::Allocator::GeneralAllocator::HeapValidationLevel) | 13.6%
e_standard_heap | 0x802D10E8 |    80 | DefaultAlloc(unsigned int) | 13.6%
e_standard_heap | 0x802D0E28 |    96 | EAHeap::Compact(void) | 13.6%
e_standard_heap | 0x802D0FF4 |   100 | FPHeap::Malloc(unsigned int, int) | 13.6%
e_standard_heap | 0x802D1058 |   108 | FPHeap::Free(void *) | 13.6%
e_standard_heap | 0x803C1E18 |   108 | AllocPoolManager<ProtectedAllocPool>::InitPoolByIndex(int, unsigned int *, unsigned char *) | 13.6%
e_standard_heap | 0x803C1FAC |   108 | AllocPoolManager<FastAllocPool>::InitPoolByIndex(int, unsigned int *, unsigned char *) | 13.6%
e_standard_heap | 0x802CFE64 |   112 | RootHeap(void) | 13.6%
e_standard_heap | 0x802D00E0 |   112 | DebugHeap(void) | 13.6%
e_standard_heap | 0x802CFF00 |   116 | MainHeap(void) | 13.6%
e_standard_heap | 0x802CFFA0 |   116 | ResourceHeap(void) | 13.6%
e_standard_heap | 0x802D0040 |   116 | VMHeap(void) | 13.6%
e_standard_heap | 0x802D017C |   116 | CUIHeap(void) | 13.6%
e_standard_heap | 0x802D058C |   116 | FlashesHeap(void) | 13.6%
e_standard_heap | 0x802D062C |   116 | AptHeap(void) | 13.6%
e_standard_heap | 0x803C22F4 |   116 | AllocPoolManager<FastAllocPool>::AttemptPoolAlloc(unsigned int, unsigned int) | 13.6%
e_standard_heap | 0x802D0F24 |   124 | EAHeap::FindHeapForAddress(void *) const | 13.6%
e_standard_heap | 0x802D09DC |   128 | EAHeap::EAHeap(char *, void *, unsigned int, EAHeap *, EAHeap *) | 13.6%
e_standard_heap | 0x802D021C |   132 | AudioHeap(void) | 13.6%
e_standard_heap | 0x802D02CC |   132 | ShaderHeap(void) | 13.6%
e_standard_heap | 0x802D037C |   132 | TextureHeap(void) | 13.6%
e_standard_heap | 0x802D042C |   132 | AnimationHeap(void) | 13.6%
e_standard_heap | 0x802D04DC |   132 | ModelHeap(void) | 13.6%
e_standard_heap | 0x803C2214 |   160 | AllocPoolManager<ProtectedAllocPool>::FindPoolForBlock(void *) | 13.6%
e_standard_heap | 0x803C2368 |   160 | AllocPoolManager<FastAllocPool>::FindPoolForBlock(void *) | 13.6%
e_standard_heap | 0x802D0D78 |   176 | EAHeap::Free(void *) | 13.6%
e_standard_heap | 0x802D08F8 |   180 | FPHeap::InitializeHeapStatics(void) | 13.6%
e_standard_heap | 0x802D0AA4 |   204 | EAHeap::Malloc(unsigned int, int) | 13.6%
e_standard_heap | 0x803C2140 |   212 | AllocPoolManager<ProtectedAllocPool>::AttemptPoolAlloc(unsigned int, unsigned int) | 13.6%
e_standard_heap | 0x802D0C84 |   244 | EAHeap::Calloc(unsigned int, unsigned int, int) | 13.6%
e_standard_heap | 0x802D0B70 |   276 | EAHeap::MallocAligned(unsigned int, unsigned int, unsigned int, int) | 13.6%
e_standard_heap | 0x803C1E84 |   296 | AllocPoolManager<ProtectedAllocPool>::InitAllocPools(unsigned int *) | 13.6%
e_standard_heap | 0x803C2018 |   296 | AllocPoolManager<FastAllocPool>::InitAllocPools(unsigned int *) | 13.6%
